ablation_id,model_name,graph_variant,multi_task,demand_mae,demand_rmse,demand_mape,demand_r2,stress_mae,stress_rmse,stress_r2
A1,PF-STGT (W20),hybrid,True,93.30838012695312,128.80889892578125,6.759908199310303,0.6742769877115885,0.04993324726819992,0.06032226234674454,0.5848594903945923
A2,No Graph,hybrid,True,93.92575073242188,124.9759521484375,6.821079254150391,0.7009524040751987,0.04053346812725067,0.05117305740714073,0.7012398838996887
A3,No Transformer,hybrid,True,92.64362335205078,127.132568359375,6.835455417633057,0.6706136531300015,0.040543120354413986,0.051234494894742966,0.7005220651626587
A4,Single-Task,hybrid,False,86.88574981689453,117.9036865234375,6.520502090454102,0.7307810253567166,,,
A5,Geographical Graph Only,geo,True,97.9763412475586,135.95849609375,7.569794654846191,0.5543823109732734,0.033967435359954834,0.04544243589043617,0.7644066214561462
A6,Correlation Graph Only,corr,True,88.64871215820312,127.28925323486328,6.55033016204834,0.6837704512808058,0.03708165884017944,0.04726717621088028,0.7451062798500061
