node,shap_mass,attention_inflow,attention_outflow,demand_share,contribution,date
Barishal,8.82388783,1.55744553,1.00000000,,0.012227,2024-10-27
Chattogram,4.78490639,0.97566414,1.00000000,,0.006630,2024-10-27
Cumilla,36.71476746,1.08595765,1.00000012,,0.050875,2024-10-27
Dhaka,447.91403198,0.69357926,1.00000000,,0.620670,2024-10-27
Khulna,70.99150848,1.02718186,1.00000000,,0.098372,2024-10-27
Mymensingh,93.42716980,1.08544898,1.00000000,,0.129461,2024-10-27
Rajshahi,47.81140137,0.87786651,1.00000000,,0.066252,2024-10-27
Rangpur,0.81968528,0.08358574,1.00000000,,0.001136,2024-10-27
Sylhet,10.37525558,1.61327016,1.00000000,,0.014377,2024-10-27
