group_id,phi,task,region_index,date
G1,-0.00714196,stress,,2024-10-27
G3,-0.00032883,stress,,2024-10-27
G5,0.00774516,stress,,2024-10-27
G6,0.02738773,stress,,2024-10-27
G7,-0.00191732,stress,,2024-10-27
G8,0.13961045,stress,,2024-10-27
G10,0.00713513,stress,,2024-10-27
G11,0.00168422,stress,,2024-10-27
