group_id,phi,task,region_index,date
G1,-0.00856347,stress,,2023-07-19
G3,0.01191891,stress,,2023-07-19
G5,0.00117332,stress,,2023-07-19
G6,0.01393083,stress,,2023-07-19
G7,0.04770077,stress,,2023-07-19
G8,-0.01796809,stress,,2023-07-19
G10,0.01361838,stress,,2023-07-19
G11,0.00199555,stress,,2023-07-19
