group_id,phi,task,region_index,date
G1,0.00408697,stress,,2024-02-07
G3,-0.00074745,stress,,2024-02-07
G5,0.00720761,stress,,2024-02-07
G6,0.00951687,stress,,2024-02-07
G7,-0.00236127,stress,,2024-02-07
G8,0.10428004,stress,,2024-02-07
G10,-0.00190881,stress,,2024-02-07
G11,0.00148248,stress,,2024-02-07
