group_id,phi,task,region_index,date
G1,0.00177360,stress,,2023-11-16
G3,-0.00132700,stress,,2023-11-16
G5,0.01057257,stress,,2023-11-16
G6,0.02257090,stress,,2023-11-16
G7,-0.00734459,stress,,2023-11-16
G8,0.03497878,stress,,2023-11-16
G10,0.00025868,stress,,2023-11-16
G11,0.00000000,stress,,2023-11-16
