group_id,phi,task,region_index,date
G1,0.00745847,stress,,2024-01-19
G3,-0.00139719,stress,,2024-01-19
G5,0.00682820,stress,,2024-01-19
G6,0.01197734,stress,,2024-01-19
G7,-0.00515099,stress,,2024-01-19
G8,0.13087922,stress,,2024-01-19
G10,-0.00333603,stress,,2024-01-19
G11,0.00000000,stress,,2024-01-19
