group_id,phi,task,region_index,date
G1,0.00560375,stress,,2024-02-05
G3,-0.00117768,stress,,2024-02-05
G5,0.00708574,stress,,2024-02-05
G6,0.00891998,stress,,2024-02-05
G7,-0.00467153,stress,,2024-02-05
G8,0.11597763,stress,,2024-02-05
G10,-0.00250550,stress,,2024-02-05
G11,0.00177437,stress,,2024-02-05
