group_id,phi,task,region_index,date
G1,-0.00459426,stress,,2023-07-28
G3,0.00355858,stress,,2023-07-28
G5,-0.00208386,stress,,2023-07-28
G6,0.01301468,stress,,2023-07-28
G7,0.01164369,stress,,2023-07-28
G8,-0.04750656,stress,,2023-07-28
G10,0.01112662,stress,,2023-07-28
G11,0.00189007,stress,,2023-07-28
