group_id,phi,task,region_index,date
G1,-0.00487498,stress,,2023-07-29
G3,0.00146067,stress,,2023-07-29
G5,-0.00091700,stress,,2023-07-29
G6,0.01273273,stress,,2023-07-29
G7,0.00861701,stress,,2023-07-29
G8,-0.04927969,stress,,2023-07-29
G10,0.01295023,stress,,2023-07-29
G11,0.00179024,stress,,2023-07-29
