node,shap_mass,attention_inflow,attention_outflow,demand_share,contribution,date
Barishal,10.54289913,1.64102864,1.00000012,,0.012618,2023-07-29
Chattogram,7.07298183,0.91171461,0.99999994,,0.008465,2023-07-29
Cumilla,20.39042473,1.19762957,0.99999994,,0.024404,2023-07-29
Dhaka,343.57937622,0.75126797,1.00000000,,0.411209,2023-07-29
Khulna,135.03100586,1.05500150,1.00000012,,0.161610,2023-07-29
Mymensingh,147.79475403,1.02037048,1.00000000,,0.176887,2023-07-29
Rajshahi,156.58169556,0.80029494,0.99999994,,0.187403,2023-07-29
Rangpur,2.29569674,0.01979930,1.00000000,,0.002748,2023-07-29
Sylhet,12.24522495,1.60289299,1.00000000,,0.014656,2023-07-29
