group_id,phi,task,region_index,date
G1,0.00456173,stress,,2024-12-19
G3,-0.00128158,stress,,2024-12-19
G5,0.00669627,stress,,2024-12-19
G6,0.01955455,stress,,2024-12-19
G7,-0.00682100,stress,,2024-12-19
G8,0.16940764,stress,,2024-12-19
G10,-0.00275256,stress,,2024-12-19
G11,0.00000000,stress,,2024-12-19
