node,shap_mass,attention_inflow,attention_outflow,demand_share,contribution,date
Barishal,3.93657660,1.35397518,1.00000000,,0.008265,2023-10-25
Chattogram,2.37408781,0.90784883,1.00000000,,0.004985,2023-10-25
Cumilla,6.38352299,1.14597261,1.00000000,,0.013403,2023-10-25
Dhaka,343.85803223,0.76603031,1.00000000,,0.721972,2023-10-25
Khulna,39.97445297,1.17867863,1.00000000,,0.083931,2023-10-25
Mymensingh,54.79297256,0.94559538,0.99999994,,0.115045,2023-10-25
Rajshahi,20.28528404,0.80581236,1.00000000,,0.042591,2023-10-25
Rangpur,0.52249008,0.44182211,1.00000000,,0.001097,2023-10-25
Sylhet,4.14865303,1.45426464,1.00000000,,0.008711,2023-10-25
