group_id,phi,task,region_index,date
G1,-0.00224717,stress,,2023-10-25
G3,-0.00093668,stress,,2023-10-25
G5,0.00726852,stress,,2023-10-25
G6,0.02642139,stress,,2023-10-25
G7,-0.00420115,stress,,2023-10-25
G8,-0.00928508,stress,,2023-10-25
G10,0.00496144,stress,,2023-10-25
G11,0.00157506,stress,,2023-10-25
