group_id,phi,task,region_index,date
G1,-0.00643392,stress,,2023-07-25
G3,0.00332554,stress,,2023-07-25
G5,-0.00028897,stress,,2023-07-25
G6,0.01357996,stress,,2023-07-25
G7,0.02314865,stress,,2023-07-25
G8,-0.04106468,stress,,2023-07-25
G10,0.01381230,stress,,2023-07-25
G11,0.00181711,stress,,2023-07-25
