group_id,phi,task,region_index,date
G1,-0.01550983,stress,,2024-09-08
G3,0.01208433,stress,,2024-09-08
G5,-0.00068306,stress,,2024-09-08
G6,0.02351150,stress,,2024-09-08
G7,0.06834991,stress,,2024-09-08
G8,0.08772571,stress,,2024-09-08
G10,0.00985583,stress,,2024-09-08
G11,0.00192634,stress,,2024-09-08
