group_id,phi,task,region_index,date
G1,-0.00749863,stress,,2023-09-16
G3,0.00297487,stress,,2023-09-16
G5,0.00256421,stress,,2023-09-16
G6,0.02069307,stress,,2023-09-16
G7,0.02124188,stress,,2023-09-16
G8,-0.01965047,stress,,2023-09-16
G10,0.01323894,stress,,2023-09-16
G11,0.00195331,stress,,2023-09-16
