,Year,Month,Max. Demand at eve. peak (Generation end),Max. Demand at eve. peak (Sub-station end),Highest Generation (Generation end),Minimum Generation (Generation end),Day-peak Generation (Generation end),Evening-peak Generation (Generation end),Minimum Generation Forecast up to 8:00 hrs.,Maximum Temperature in Dhaka was,Gas/LF limitation,Coal supply Limitation,Low water level in Kaptai lake,Plants under shut down/ maintenance,Dhaka_demand,Dhaka_supply,Dhaka_load,Chattogram_demand,Chattogram_supply,Chattogram_load,Rajshahi_demand,Rajshahi_supply,Rajshahi_load,Mymensingh_demand,Mymensingh_supply,Mymensingh_load,Sylhet_demand,Sylhet_supply,Sylhet_load,Barishal_demand,Barishal_supply,Barishal_load,Rangpur_demand,Rangpur_supply,Rangpur_load,Cumilla_demand,Cumilla_supply,Cumilla_load,Khulna_demand,Khulna_supply,Khulna_load,Holiday_cat
Barishal_demand,0.49021280860996536,0.05195628291199431,0.8977688217398764,0.8970148234801055,0.9016526544887459,0.8821148118967056,0.835911252267642,0.892768599213982,0.8924403804491292,0.662671033851055,-0.05192387150893742,-0.04664487036287983,-0.15024994501000716,0.008512807530160788,0.7543234995745877,0.7469295034923108,0.28730180787539783,0.7603255791476855,0.741530563470481,0.21856520379184152,0.8545334845607243,0.8365363101660567,0.28872074773865014,0.8410557942125285,0.7901630655691412,0.4952303164039109,0.839432920483192,0.82236962368435,0.30482237305982696,1.0,0.9971413639721332,0.18741566226783926,0.7398714178528927,0.6966461116362587,0.448602532726131,0.9198893056773166,0.8943855763722216,0.4200622726511297,0.9181705892364945,0.9025824232874606,0.2733209712388376,0.17935741921826645
Barishal_supply,0.4876026366392278,0.054047409717569876,0.8952061538137212,0.8949420718878306,0.9029700280330359,0.880984945644714,0.8354325766316782,0.8939383605712092,0.8914489203959025,0.6617119684124235,-0.05483044276840311,-0.04039815244318972,-0.154988645208065,0.008503089597127608,0.7501865142465359,0.7442176301911342,0.27431110210862586,0.7588583462879016,0.7449143098577277,0.19570678831723806,0.8540595441353912,0.8402190710916682,0.2677527594884951,0.8403835481851599,0.7924257104349444,0.48918636765073753,0.8390804460877788,0.8256893845576702,0.2920283495307492,0.9971413639721332,1.0,0.12234155736367433,0.7390355101093414,0.6991520568793465,0.43373684318297157,0.9194786068066949,0.8990330321356298,0.39785496996948894,0.9163409058386989,0.9066331114562536,0.240787179035228,0.1817168497577888
Barishal_load,0.1176014089901494,-0.00738439587277403,0.18046903984560544,0.1735593397067181,0.12565743689261805,0.15069407538119098,0.14251232543068953,0.12645066263065813,0.15739710282046915,0.12023298409147123,0.04946385895339437,-0.09812059726780624,0.029350678988637687,0.006726087262174915,0.1832254749042599,0.1650591244391329,0.20493823749930506,0.14245025204603542,0.07214696410703927,0.3628800402228892,0.1290253421887645,0.07433361555273071,0.3585460597443807,0.14336230732361901,0.08951119698719177,0.17373641405454363,0.13304649626516615,0.0839975878530725,0.24745891535844344,0.18741566226783926,0.12234155736367433,1.0,0.12139139424315931,0.06632235377592115,0.2829130878356845,0.1542028352641916,0.07725806653136313,0.39020983163179435,0.1603443495782111,0.08043350083508008,0.5277604297845386,-0.007996880825335794
Rangpur_demand,0.5911026411321605,0.014039975654846088,0.7998307421786878,0.8163100186174691,0.7975724889379071,0.797194564790262,0.7964780619668707,0.7932335028047436,0.7893622520896398,0.5473301095483692,0.11460752847840006,0.1332341558508484,-0.14503369547303116,0.24828935183123035,0.6905087235397357,0.6842962336353171,0.27100384428566343,0.6687152751759037,0.6570061561363822,0.16931091664220696,0.7221500323658921,0.703429873579673,0.26591744237669745,0.8157194922389935,0.7684966170770223,0.4892073116302335,0.7281622982997377,0.7101236550534242,0.27608570338427496,0.7398714178528927,0.7390355101093414,0.12139139424315931,1.0,0.9785837122023996,0.439955304282304,0.7520310184088044,0.7306778616426353,0.34654352572743935,0.7721132245296006,0.7608681111559038,0.21950566895697535,0.032714396899885555
Rangpur_supply,0.5711176409869939,0.010734364426403388,0.7492726250307307,0.7696073552793856,0.7704777353754823,0.7512153247775414,0.7642273011816413,0.7652103363800697,0.7447914412580704,0.530806528251315,0.09964715641438282,0.18107296619079985,-0.12208677685819531,0.2542939923431193,0.6427931291113509,0.6484349503742616,0.1455644211617148,0.6375339685259698,0.641428602701479,0.07389646923892378,0.6694667178269432,0.6752137863921477,0.1194895576212635,0.7691592605582858,0.7675385035058019,0.3709432282491816,0.6833308936192272,0.6896524260650363,0.16799967502700067,0.6966461116362587,0.6991520568793465,0.06632235377592115,0.9785837122023996,1.0,0.2491527944200713,0.7153875423451858,0.7198769233423735,0.21362989780409722,0.730369537605604,0.7378637632528413,0.10120369692076042,0.04241471335018058
Rangpur_load,0.29530031657128286,0.022016453035170802,0.5017846730792807,0.4907552755045933,0.3977028633216697,0.4805147298340505,0.42059816035406533,0.4001660697163501,0.4704588607116923,0.2634582474345891,0.1085556170753543,-0.16619534521269858,-0.15344910324170463,0.06130944170425141,0.4523181589879208,0.39742640689440195,0.6512608774760261,0.3671336566582088,0.29472440376453657,0.47643975345216133,0.4837838698896247,0.36875902167279245,0.7415382841062895,0.49088959350459865,0.27189995764414276,0.6953521452354436,0.45406291645556696,0.33929768978004615,0.5774891469415635,0.448602532726131,0.43373684318297157,0.2829130878356845,0.439955304282304,0.2491527944200713,1.0,0.4231983368419148,0.3010265274286517,0.7098765854448091,0.4518758860473571,0.3662902070540637,0.5922904344681692,-0.031367945058510795
Cumilla_demand,0.3956837401669261,0.0660625765105978,0.923909395264699,0.9227670833646648,0.9254052358750539,0.9065998370553586,0.8368553939629894,0.9205325866705909,0.9072931117708997,0.7598532742616368,-0.13936783141522124,-0.05190395579624086,-0.15933399421444272,-0.03738669323588292,0.7697428577999246,0.7611239297345439,0.3087650826333141,0.8035615616557356,0.786005165853156,0.22500372167288968,0.8737290905968155,0.8564781850237335,0.29290798047165056,0.8612144624950977,0.8146778695705754,0.5015262171358148,0.883639781177061,0.868097753396414,0.3132832097452763,0.9198893056773166,0.9194786068066949,0.1542028352641916,0.7520310184088044,0.7153875423451858,0.4231983368419148,1.0,0.9787265055552994,0.42545342197831465,0.9256401006760495,0.910972231002244,0.2737881907232486,0.19329923089179424
Cumilla_supply,0.3713621784805286,0.056440218901618495,0.8876716736346252,0.888801307754514,0.9143784873776971,0.877177306374726,0.8179653993417257,0.9086569736355602,0.8792026034264865,0.7515881750755111,-0.17342401681352654,-0.005418431818174552,-0.13368411099548771,-0.050964904887064094,0.7263789090634495,0.7308433106516518,0.1832586948253652,0.7792836721686547,0.7797933822638393,0.12280097298933193,0.8475385161681578,0.8534769190647112,0.15944186285670672,0.8300224057724412,0.831757506183649,0.39138351986322617,0.8555127952720735,0.8700397509380045,0.192948581601079,0.8943855763722216,0.8990330321356298,0.07725806653136313,0.7306778616426353,0.7198769233423735,0.3010265274286517,0.9787265055552994,1.0,0.24316768662989396,0.9023084290863903,0.9084745709134426,0.14670635223703485,0.21416957009505042
Cumilla_load,0.23524533547302817,0.06889256540960909,0.46941380428743384,0.4593577138212052,0.3542349667184435,0.43276208084504625,0.36023271791713973,0.35888099979439614,0.4311431056494846,0.28784713336690154,0.10388857814206011,-0.21455381719496947,-0.17515682747991296,0.04837610877079525,0.4474410310072918,0.3856768019724903,0.7309421201043438,0.38007820875213416,0.2948709532290229,0.5746215729146259,0.4073943361404357,0.2932513393826623,0.7194789299863871,0.42786767625356803,0.20100067336076916,0.6730876520698105,0.4279458673744531,0.28809631571522787,0.6813968641664004,0.4200622726511297,0.39785496996948894,0.39020983163179435,0.34654352572743935,0.21362989780409722,0.7098765854448091,0.42545342197831465,0.24316768662989396,1.0,0.4070115506711713,0.30996776865556314,0.6522631280544134,-0.013624445214029939
Khulna_demand,0.3950819829323818,-0.004186169300939769,0.9383505430492268,0.9344133948150661,0.9377545875942529,0.9129201481996221,0.858271587328579,0.9343686321423827,0.9153837253814906,0.711312635471791,-0.11505650802957255,-0.012922714759587181,-0.11671168761146258,-0.07378694736295387,0.7830542445309816,0.7759707566139867,0.30438121962975223,0.7842042871258678,0.7685077739999016,0.20847182845403503,0.9239549892957886,0.9066826955104245,0.29933716200147564,0.8697846556229599,0.824429708263988,0.5096987237044456,0.8386634089576505,0.8217551183252787,0.30246937881278135,0.9181705892364945,0.9163409058386989,0.1603443495782111,0.7721132245296006,0.730369537605604,0.4518758860473571,0.9256401006760495,0.9023084290863903,0.4070115506711713,1.0,0.985655161092106,0.27961148489134485,0.1747223817592827
Khulna_supply,0.3848734608578044,-0.0049520702986418945,0.9180906787858505,0.9156514739926043,0.9347511547597921,0.8946158356549047,0.8502682894419762,0.9316642587518034,0.8988231583432146,0.7058078879586864,-0.13905950638221773,0.014259290933973814,-0.10410432387289936,-0.07925293616587527,0.7604638259583122,0.761041305017758,0.23456088565875607,0.767484579308602,0.7652811421973861,0.13532600685960974,0.9118805432210357,0.9170478706340024,0.1758897709212041,0.8543224402390102,0.8339912044210696,0.4538198809087045,0.8220915838882645,0.8228466286485981,0.2335727491841138,0.9025824232874606,0.9066331114562536,0.08043350083508008,0.7608681111559038,0.7378637632528413,0.3662902070540637,0.910972231002244,0.9084745709134426,0.30996776865556314,0.985655161092106,1.0,0.11877660712319589,0.17775018296942938
Khulna_load,0.14133676597031652,0.008648236794214817,0.3103116411067788,0.3009702533054109,0.2086458199593851,0.2869158332907558,0.22263452565981334,0.206221479584362,0.2821491832521557,0.17829334387964474,0.12239282959174572,-0.1577095909339555,-0.10605051899186994,0.022203303589265328,0.2944591928082483,0.24836274392375635,0.4699753362935519,0.2589534706139239,0.17370504711572068,0.4890220653913994,0.2533218879234663,0.12181914313233112,0.7851353502377588,0.2692880558778521,0.11303499527844282,0.43285689938443345,0.26171459212876425,0.157286915655231,0.46934693277418804,0.2733209712388376,0.240787179035228,0.5277604297845386,0.21950566895697535,0.10120369692076042,0.5922904344681692,0.2737881907232486,0.14670635223703485,0.6522631280544134,0.27961148489134485,0.11877660712319589,1.0,0.018189073876754815
Holiday_cat,0.010895752276252354,-0.17858569623387388,0.09455566258023321,0.09601225078870099,0.10933436433075244,0.062123664605560375,0.05672042489901423,0.10454791954730301,0.04931039041819849,0.22182613984603614,-0.11206573454707623,0.07429506395753169,0.22712677382772656,-0.10525371336395846,0.007392274850865152,0.012810803598508096,-0.01974701742807964,0.0689272765370005,0.07216430870228016,0.011237126680529041,0.16343599518985624,0.16651887934578224,0.019359577488088756,0.13391959164811545,0.1749764494422229,-0.009353898367654335,0.08942537560021432,0.10190285438949451,-0.002590155325046856,0.17935741921826645,0.1817168497577888,-0.007996880825335794,0.032714396899885555,0.04241471335018058,-0.031367945058510795,0.19329923089179424,0.21416957009505042,-0.013624445214029939,0.1747223817592827,0.17775018296942938,0.018189073876754815,1.0
