group_id,phi,task,region_index,date
G1,0.00521632,stress,,2023-12-31
G3,-0.00131493,stress,,2023-12-31
G5,0.00797536,stress,,2023-12-31
G6,0.01734277,stress,,2023-12-31
G7,-0.00679516,stress,,2023-12-31
G8,0.06042645,stress,,2023-12-31
G10,-0.00262768,stress,,2023-12-31
G11,0.00000000,stress,,2023-12-31
