node,shap_mass,attention_inflow,attention_outflow,demand_share,contribution,date
Barishal,3.48475695,1.22997260,1.00000012,,0.007989,2024-01-06
Chattogram,7.06637764,0.91717666,1.00000000,,0.016200,2024-01-06
Cumilla,4.56302786,1.27150869,1.00000000,,0.010461,2024-01-06
Dhaka,194.45614624,0.72305804,1.00000000,,0.445802,2024-01-06
Khulna,70.30854797,1.12158859,1.00000000,,0.161186,2024-01-06
Mymensingh,54.45384598,1.14879584,1.00000000,,0.124839,2024-01-06
Rajshahi,94.64647675,0.78783220,1.00000000,,0.216982,2024-01-06
Rangpur,1.08441758,0.60123110,1.00000000,,0.002486,2024-01-06
Sylhet,6.13055372,1.19883645,1.00000000,,0.014055,2024-01-06
