group_id,phi,task,region_index,date
G1,0.00883793,stress,,2024-01-06
G3,-0.00139096,stress,,2024-01-06
G5,0.00508527,stress,,2024-01-06
G6,0.01400858,stress,,2024-01-06
G7,-0.00606995,stress,,2024-01-06
G8,0.10675627,stress,,2024-01-06
G10,-0.00467772,stress,,2024-01-06
G11,0.00000000,stress,,2024-01-06
