component,raw,normalized,driver,date
c1,0.00000000,0.00000000,c2_reserve,2023-07-04
c2,0.99173992,0.46368855,c2_reserve,2023-07-04
c3,0.33176720,0.23828416,c2_reserve,2023-07-04
