group_id,phi,task,region_index,date
G1,-0.00336020,stress,,2023-07-04
G3,-0.00121358,stress,,2023-07-04
G5,0.01238671,stress,,2023-07-04
G6,0.01092082,stress,,2023-07-04
G7,-0.01086977,stress,,2023-07-04
G8,-0.01657348,stress,,2023-07-04
G10,0.00514251,stress,,2023-07-04
G11,0.00140030,stress,,2023-07-04
