group_id,phi,task,region_index,date
G1,-0.00799382,stress,,2023-07-24
G3,0.00487932,stress,,2023-07-24
G5,-0.00028878,stress,,2023-07-24
G6,0.01393038,stress,,2023-07-24
G7,0.02875521,stress,,2023-07-24
G8,-0.03484149,stress,,2023-07-24
G10,0.01375921,stress,,2023-07-24
G11,0.00182964,stress,,2023-07-24
