group_id,phi,task,region_index,date
G1,-0.00709268,stress,,2023-07-18
G3,0.00374831,stress,,2023-07-18
G5,0.00539514,stress,,2023-07-18
G6,0.01353182,stress,,2023-07-18
G7,0.02498309,stress,,2023-07-18
G8,-0.01571026,stress,,2023-07-18
G10,0.01334395,stress,,2023-07-18
G11,0.00192823,stress,,2023-07-18
