group_id,phi,task,region_index,date
G1,-0.00661353,stress,,2023-07-23
G3,0.00948772,stress,,2023-07-23
G5,0.00277973,stress,,2023-07-23
G6,0.01390621,stress,,2023-07-23
G7,0.03907204,stress,,2023-07-23
G8,-0.03718286,stress,,2023-07-23
G10,0.01367907,stress,,2023-07-23
G11,0.00179269,stress,,2023-07-23
