group_id,phi,task,region_index,date
G1,0.00855470,stress,,2024-01-18
G3,-0.00161773,stress,,2024-01-18
G5,0.00981405,stress,,2024-01-18
G6,0.01080678,stress,,2024-01-18
G7,-0.00506523,stress,,2024-01-18
G8,0.11488186,stress,,2024-01-18
G10,-0.00262351,stress,,2024-01-18
G11,0.00000000,stress,,2024-01-18
